,drift,ms
16686,483,48
16687,230,30
16688,300,43
16689,270,27
16690,1594,14
16691,588,35
16692,191,58
16693,319,29
16694,280,23
16695,767,39
16696,305,30
16697,449,46
16698,388,6
16699,368,30
16700,315,36
16701,603,29
16702,1195,9
16703,303,26
16704,223,29
16705,308,29
16706,295,11
16707,143,12
16708,556,29
16709,208,24
16710,294,42
16711,169,12
16712,858,25
16713,101,26
16714,235,31
16715,228,31
16716,479,23
16717,72,7
16718,26,8
16719,2101,7
16720,855,24
16721,120,44
16722,403,11
16723,265,42
16724,163,83
16725,500,26
16726,297,46
16727,97,160
16728,305,11
16729,408,12
16730,283,44
16731,185,32
16732,307,45
16733,651,30
16734,3231,18
16735,874,16
16736,1769,30
16737,344,38
16738,15,32
16739,341,14
16740,586,32
16741,114,21
16742,193,20
16743,1158,124
16744,145,100
16745,105,19
16746,907,12
16747,826,17
16748,1048,20
16749,65,21
16750,546,17
16751,194,21
16752,184,19
16753,549,6
16754,180,19
16755,2262,6
16756,263,13
16757,211,18
16758,394,34
16759,65,22
16760,281,19
16761,514,20
16762,72,22
16763,808,44
16764,46,43
16765,1801,22
16766,64,21
16767,481,19
16768,194,22
16769,478,20
16770,616,19
16771,413,22
16772,200,21
16773,577,28
16774,711,11
16775,475,13
16776,1266,10
16777,369,20
16778,316,13
16779,1021,10
16780,345,21
16781,24,49
16782,292,25
16783,375,16
16784,511,37
16785,14,7
16786,69,22
16787,235,16
16788,304,24
16789,401,13
16790,1118,10
16791,1329,10
16792,278,13
16793,966,11
16794,812,14
16795,376,9
16796,1509,12
16797,910,13
16798,986,13
16799,670,26
16800,333,12
16801,298,12
16802,796,8
16803,464,30
16804,1297,14
16805,277,43
16806,43,25
16807,42,35
16808,26,9
16809,144,28
16810,123,8
16811,711,7
16812,369,8
16813,362,14
16814,542,16
16815,350,14
16816,1193,28
16817,56,17
16818,1574,17
16819,479,29
16820,1412,36
16821,137,19
16822,695,33
16823,512,19
16824,151,16
16825,397,17
16826,245,13
16827,304,11
16828,292,87
16829,290,6
16830,287,16
16831,1296,10
16832,15,9
16833,855,31
16834,1005,18
16835,393,33
16836,484,15
16837,86,14
16838,222,12
16839,363,12
16840,374,14
16841,287,10
16842,370,15
16843,999,7
16844,1699,27
16845,506,13
16846,80,10
16847,645,10
16848,782,20
16849,103,16
16850,540,7
16851,413,13
16852,446,8
16853,308,14
16854,280,18
16855,317,10
16856,471,15
16857,216,13
16858,366,29
16859,811,21
16860,119,17
16861,2025,24
16862,31,43
16863,54,33
16864,961,25
16865,175,20
16866,5883,32
16867,33,22
16868,42,32
16869,2122,16
16870,2739,22
16871,607,18
16872,945,21
16873,7200,27
16874,175,26
16875,767,29
16876,183,20
16877,163,17
16878,306,25
16879,250,28
16880,316,31
16881,229,19
16882,163,31
16883,929,15
16884,211,16
16885,330,28
16886,311,29
16887,227,19
16888,272,18
16889,774,32
16890,26,22
16891,194,37
16892,241,31
16893,118,21
16894,43,32
16895,277,27
16896,321,32
16897,189,34
16898,244,33
16899,158,20
16900,484,13
16901,355,29
16902,321,28
16903,269,26
16904,565,44
16905,493,33
16906,357,11
16907,1,11
16908,87,19
16909,398,15
16910,130,33
16911,53,20
16912,93,18
16913,425,8
16914,193,32
16915,100,19
16916,60,21
16917,125,21
16918,103,31
16919,585,30
16920,165,31
16921,220,29
16922,115,31
16923,91,32
16924,67,18
16925,107,31
16926,293,14
16927,139,35
16928,46,34
16929,153,15
16930,286,33
16931,396,14
16932,316,13
16933,270,29
16934,128,17
16935,227,34
16936,59,32
16937,319,14
16938,113,33
16939,122,33
16940,167,31
16941,268,9
16942,584,30
16943,92,17
16944,162,31
16945,888,15
16946,261,33
16947,118,18
16948,182,19
16949,238,15
16950,149,32
16951,137,15
16952,187,20
16953,180,14
16954,175,33
16955,139,32
16956,123,33
16957,136,30
16958,110,12
16959,560,70
16960,32,15
16961,1075,24
16962,683,22
16963,1230,28
16964,643,22
16965,721,46
16966,425,16
16967,1009,10
16968,885,15
16969,1769,8
16970,958,26
16971,336,34
16972,995,17
16973,189,15
16974,1077,13
16975,468,30
16976,45,114
16977,48,47
16978,23,48
16979,299,25
16980,14,36
16981,98,14
16982,125,18
16983,87,16
16984,90,6
16985,137,14
16986,204,20
16987,355,18
16988,128,17
16989,633,32
16990,354,31
16991,1431,33
16992,979,28
16993,252,16
16994,546,27
16995,903,24
16996,515,12
16997,930,17
16998,986,33
16999,811,9
17000,385,44
17001,17,15
17002,1626,27
17003,14,13
17004,2110,16
17005,210,47
17006,25,6
17007,50,8
17008,345,7
17009,2290,94
17010,329,19
17011,505,32
17012,293,28
17013,206,20
17014,395,60
17015,124,15
17016,681,6
17017,1043,50
17018,1179,37
17019,63,9
17020,442,16
17021,1099,34
17022,23,37
17023,306,7
17024,287,12
17025,3269,88
17026,275,21
17027,1401,9
17028,680,100
17029,14,15
17030,1302,16
17031,165,24
17032,1127,60
17033,167,15
17034,387,16
17035,418,14
17036,1065,31
17037,208,7
17038,1494,31
17039,295,6
17040,288,28
17041,1157,8
17042,1370,45
17043,54,16
17044,594,24
17045,532,19
17046,370,16
17047,97,6
17048,1177,29
17049,569,16
17050,559,179
17051,167,16
17052,668,35
17053,266,10
17054,464,14
17055,212,20
17056,510,9
17057,992,28
17058,894,30
17059,215,9
17060,504,8
17061,340,6
17062,880,7
17063,266,8
17064,609,38
17065,281,17
17066,165,10
17067,350,29
17068,271,9
17069,159,13
17070,617,8
17071,257,11
17072,258,14
17073,159,31
17074,167,7
17075,155,10
17076,984,21
17077,390,34
17078,1612,67
17079,68,57
17080,286,28
17081,349,7
17082,28,20
17083,296,31
17084,1479,20
17085,345,14
17086,788,29
17087,778,26
17088,1452,31
17089,266,31
17090,81,21
17091,94,33
17092,481,32
17093,439,46
17094,21,8
17095,43,33
17096,1043,30
17097,1952,33
17098,506,30
17099,743,27
17100,416,16
17101,927,26
17102,262,15
17103,262,26
17104,708,56
17105,130,34
17106,507,18
17107,166,16
17108,390,17
17109,2199,12
17110,316,19
17111,228,20
17112,456,10
17113,1332,24
17114,392,165
17115,383,20
17116,3300,140
17117,142,25
17118,2816,163
17119,20,49
17120,33,13
17121,181,24
17122,1327,152
17123,41,44
17124,1064,18
17125,196,193
17126,62,172
17127,630,26
17128,231,18
17129,6399,148
17130,125,27
17131,3862,19
17132,513,30
17133,1037,32
17134,581,31
17135,262,14
17136,217,30
17137,726,34
17138,557,36
17139,25,23
17140,135,25
17141,234,30
17142,293,21
17143,79,20
17144,419,49
17145,176,22
17146,304,33
17147,302,37
17148,145,31
17149,1370,33
17150,346,93
17151,26,25
17152,173,34
17153,796,109
17154,34,29
17155,291,36
17156,159,32
17157,523,40
17158,85,18
17159,471,31
17160,593,32
17161,481,42
17162,652,81
17163,868,33
17164,820,28
17165,281,33
17166,1683,24
17167,543,30
17168,1104,37
17169,436,98
17170,1204,36
17171,883,36
17172,858,22
17173,36,137
17174,102,43
17175,2661,15
17176,10646,13
17177,142,16
17178,7219,8
17179,463,15
17180,200,10
17181,1767,8
17182,157,16
17183,97,29
17184,886,17
17185,306,31
17186,200,18
17187,206,29
17188,1617,21
17189,76,21
17190,510,37
17191,50,37
17192,712,52
17193,132,16
17194,762,22
17195,30,17
17196,1113,32
17197,35,24
17198,33,13
17199,39,6
17200,1301,21
17201,125,21
17202,1111,12
17203,509,23
17204,66,7
17205,89,6
17206,145,17
17207,256,11
17208,300,19
17209,234,14
17210,271,36
17211,786,34
17212,182,70
17213,57,59
17214,138,44
17215,110,83
17216,162,33
17217,66,97
17218,182,70
17219,47,154
17220,192,72
17221,57,48
17222,219,21
17223,167,98
17224,60,73
17225,70,21
17226,295,45
17227,119,32
17228,92,40
17229,155,16
17230,18,32
17231,625,7
17232,851,22
17233,128,41
17234,72,7
17235,16,8
17236,18,7
17237,424,8
17238,36,9
17239,887,8
17240,42,8
17241,137,29
17242,199,41
17243,161,35
17244,363,7
17245,3203,32
17246,108,31
17247,1752,10
17248,1039,34
17249,668,30
17250,1564,20
17251,190,16
17252,979,31
17253,429,31
17254,130,32
17255,572,28
17256,101,32
17257,477,18
17258,193,32
17259,478,22
17260,250,19
17261,604,35
17262,123,32
17263,145,19
17264,195,6
17265,468,36
17266,122,22
17267,139,9
17268,25,9
17269,82,22
17270,144,23
17271,217,34
17272,172,20
17273,195,32
17274,160,24
17275,98,25
17276,145,35
17277,506,30
17278,146,21
17279,174,19
17280,264,15
17281,128,22
17282,413,21
17283,238,23
17284,1202,15
17285,930,60
17286,1137,34
17287,775,31
17288,386,34
17289,1161,27
17290,488,56
17291,1004,16
17292,1071,14
17293,1332,29
17294,1327,145
17295,331,17
17296,1114,16
17297,641,33
17298,371,15
17299,731,30
17300,307,8
17301,1309,33
17302,506,11
17303,188,17
17304,82,50
17305,33,11
17306,411,12
17307,1849,12
17308,495,49
17309,175,36
17310,170,44
17311,66,17
17312,317,10
17313,36,34
17314,175,29
17315,1160,15
17316,892,22
17317,359,31
17318,2896,13
17319,2913,32
17320,183,31
17321,726,19
17322,4462,29
17323,593,30
17324,304,18
17325,2917,43
17326,366,32
17327,2080,25
17328,603,32
17329,900,12
17330,2832,44
17331,243,31
17332,2539,27
17333,1701,39
17334,898,11
17335,812,35
17336,930,11
17337,2630,56
17338,451,32
17339,3591,20
17340,198,39
17341,651,43
17342,428,6
17343,412,33
17344,1462,42
17345,422,22
17346,52,38
17347,42,6
17348,322,19
17349,307,21
17350,237,32
17351,599,36
17352,328,33
17353,1459,20
17354,15,12
17355,631,18
17356,280,33
17357,380,30
17358,182,24
17359,82,42
17360,558,18
17361,224,32
17362,216,29
17363,365,16
17364,198,31
17365,635,31
17366,407,34
17367,285,23
17368,824,40
17369,323,19
17370,353,17
17371,2555,19
17372,558,27
17373,2154,43
17374,318,18
17375,598,17
17376,728,19
17377,1568,31
17378,656,48
17379,101,18
17380,552,25
17381,1248,30
17382,347,42
17383,667,32
17384,234,33
17385,2113,47
17386,520,20
17387,118,18
17388,33,7
17389,327,45
17390,1322,32
17391,519,15
17392,745,18
17393,419,17
17394,373,6
17395,696,7
17396,591,15
17397,1356,16
17398,346,8
17399,375,14
17400,224,30
17401,323,27
17402,391,43
17403,219,29
17404,654,6
17405,140,15
17406,228,6
17407,209,12
17408,605,8
17409,1248,13
17410,262,34
17411,540,16
17412,260,26
17413,578,81
17414,74,13
17415,273,12
17416,478,27
17417,799,31
17418,75,91
17419,49,8
17420,72,23
17421,234,28
17422,390,10
17423,343,31
17424,156,16
17425,319,9
17426,269,10
17427,449,28
17428,255,29
17429,1131,9
17430,129,16
17431,233,28
17432,235,29
17433,261,7
17434,183,8
17435,1312,30
17436,649,30
17437,692,12
17438,284,14
17439,705,7
17440,35,19
17441,438,53
17442,95,79
17443,37,19
17444,464,14
17445,189,13
17446,258,24
17447,616,15
17448,349,17
17449,337,44
17450,459,37
17451,532,11
17452,520,14
17453,507,44
17454,209,36
17455,526,40
17456,531,48
17457,328,11
17458,517,32
17459,777,51
17460,678,28
17461,636,62
17462,76,19
17463,242,18
17464,322,46
17465,466,10
17466,1249,27
17467,479,29
17468,272,6
17469,199,29
17470,664,33
17471,255,29
17472,307,31
17473,393,26
17474,650,29
17475,377,9
17476,254,28
17477,276,16
17478,119,44
17479,278,42
17480,371,42
17481,819,18
17482,403,40
17483,398,30
17484,822,21
17485,1358,25
17486,63,13
17487,1333,39
17488,1197,30
17489,394,38
17490,897,28
17491,794,32
17492,281,30
17493,2498,7
17494,947,33
17495,2021,45
17496,418,36
17497,695,32
17498,892,7
17499,1814,34
17500,631,29
17501,513,35
17502,2196,57
17503,1289,34
17504,329,6
17505,398,58
17506,1711,33
17507,2241,9
17508,40,10
17509,1252,35
17510,1223,33
17511,753,20
17512,965,37
17513,192,14
17514,584,31
17515,918,68
17516,261,18
17517,179,20
17518,99,31
17519,21,32
17520,53,47
17521,41,8
17522,853,10
17523,157,9
17524,33,47
17525,493,16
17526,216,8
17527,1004,7
17528,1026,10
17529,919,18
17530,696,23
17531,183,19
17532,140,33
17533,2256,33
17534,555,10
17535,435,45
17536,313,18
17537,957,17
17538,530,14
17539,218,8
17540,260,7
17541,147,37
17542,196,32
17543,1442,13
17544,260,13
17545,355,42
17546,662,43
17547,571,18
17548,205,22
17549,213,24
17550,2127,15
17551,152,17
17552,654,10
17553,514,11
17554,204,13
17555,1388,28
17556,249,15
17557,1832,12
17558,212,15
17559,126,20
17560,308,16
17561,1300,16
17562,358,15
17563,1386,13
17564,315,14
17565,993,21
17566,117,14
17567,20,18
17568,557,29
17569,186,12
17570,573,14
17571,305,10
17572,446,31
17573,555,6
17574,162,17
17575,150,13
17576,1833,12
17577,926,8
17578,381,8
17579,763,12
17580,310,29
17581,700,11
17582,1027,13
17583,162,16
17584,82,53
17585,87,43
17586,944,42
17587,800,19
17588,1123,22
17589,612,11
17590,191,9
17591,66,33
17592,300,47
17593,344,22
17594,176,22
17595,74,8
17596,101,11
17597,58,39
17598,83,6
17599,158,22
17600,130,23
17601,299,30
17602,266,16
17603,1722,15
17604,385,34
17605,42,32
17606,212,35
17607,28,60
17608,241,23
17609,216,21
17610,559,18
17611,185,20
17612,771,19
17613,386,9
17614,18,20
17615,413,13
17616,1282,35
17617,452,22
17618,72,33
17619,291,15
17620,479,21
17621,539,19
17622,317,20
17623,617,8
17624,170,41
17625,1576,15
17626,852,33
17627,134,22
17628,203,20
17629,336,21
17630,107,20
17631,891,31
17632,409,20
17633,370,52
17634,1073,31
17635,603,32
17636,40,23
17637,395,23
17638,71,21
17639,112,9
17640,109,22
17641,124,55
17642,266,23
17643,306,17
17644,1563,30
17645,870,39
17646,222,33
17647,219,7
17648,107,9
17649,51,7
17650,207,27
17651,1017,18
17652,252,32
17653,1457,34
17654,853,19
17655,169,32
17656,476,13
17657,18,31
17658,17,20
17659,811,7
17660,15,17
17661,557,9
17662,137,6
17663,338,6
17664,203,29
17665,1336,6
17666,20,16
17667,279,25
17668,1250,285
17669,30,22
17670,1412,71
17671,928,6
17672,421,48
17673,252,33
17674,304,34
17675,19,7
17676,406,8
17677,43,36
17678,275,31
17679,116,7
17680,329,13
17681,442,34
17682,524,19
17683,171,8
17684,136,37
17685,227,31
17686,430,31
17687,940,21
17688,300,20
17689,733,30
17690,718,29
17691,471,35
17692,339,34
17693,544,27
17694,104,8
17695,223,33
17696,183,33
17697,614,33
17698,207,20
17699,471,30
17700,133,45
17701,514,38
17702,258,31
17703,189,34
17704,945,33
17705,188,33
17706,6035,32
17707,452,34
17708,653,33
17709,93,34
17710,865,54
17711,27,15
17712,243,20
17713,217,34
17714,64,44
17715,207,21
17716,241,31
17717,293,19
17718,164,21
17719,240,16
17720,418,40
17721,31,12
17722,737,19
17723,219,17
17724,552,38
17725,228,20
17726,448,38
17727,244,32
17728,173,54
17729,108,14
17730,52,14
17731,236,6
17732,25,7
17733,299,18
17734,1232,32
17735,85,20
17736,624,15
17737,389,18
17738,568,32
17739,654,18
17740,2261,28
17741,333,45
17742,140,44
17743,572,7
17744,180,28
17745,272,31
17746,272,15
17747,742,182
17748,948,18
17749,166,16
17750,591,31
17751,177,16
17752,732,31
17753,1014,18
17754,185,17
17755,504,26
17756,1270,125
17757,38,7
17758,92,13
17759,254,175
17760,29,27
17761,14,13
17762,829,32
17763,1336,15
17764,198,17
17765,377,32
17766,199,14
17767,511,29
17768,113,34
17769,162,33
17770,494,32
17771,235,28
17772,837,33
17773,280,20
17774,2845,33
17775,146,31
17776,450,33
17777,25,31
17778,105,36
17779,756,30
17780,331,18
17781,1192,34
17782,368,31
17783,332,44
17784,404,19
17785,204,44
17786,311,21
17787,133,9
17788,613,14
17789,359,14
17790,36,8
17791,239,11
17792,373,8
17793,322,30
17794,321,28
17795,126,18
17796,320,38
17797,261,17
17798,301,18
17799,387,10
17800,260,20
17801,29,18
17802,257,18
17803,341,45
17804,150,35
17805,321,18
17806,432,20
17807,199,11
17808,345,14
17809,608,31
17810,506,11
17811,183,34
17812,51,16
17813,408,11
17814,311,50
17815,251,40
17816,251,19
17817,667,22
17818,186,16
17819,443,13
17820,32,29
17821,150,29
17822,364,19
17823,126,20
17824,555,16
17825,22,22
17826,319,17
17827,514,56
17828,385,82
17829,109,21
17830,309,21
17831,36,22
17832,322,13
17833,506,7
17834,934,18
17835,24,19
17836,319,15
17837,133,28
17838,14,19
17839,244,49
17840,1374,9
17841,406,32
17842,59,33
17843,363,53
17844,244,48
17845,361,55
17846,919,21
17847,95,34
17848,699,15
17849,677,7
17850,652,10
17851,467,95
17852,217,15
17853,695,10
17854,164,164
17855,808,34
17856,60,8
17857,398,21
17858,1455,318
17859,1011,17
17860,216,9
17861,1667,127
17862,937,18
17863,944,17
17864,231,13
17865,1072,12
17866,368,28
17867,468,18
17868,1537,6
17869,52,33
17870,3048,30
17871,288,26
17872,763,13
17873,1070,30
17874,123,48
17875,681,20
17876,2712,45
17877,129,32
17878,2193,22
17879,359,32
17880,1156,32
17881,195,36
17882,1051,6
17883,608,19
17884,1544,37
17885,428,21
17886,1619,37
17887,319,6
17888,2076,58
17889,315,32
17890,444,35
17891,516,33
17892,406,36
17893,2179,36
17894,514,23
17895,188,22
17896,1233,35
17897,422,21
17898,1630,35
17899,616,41
17900,461,37
17901,101,34
17902,422,37
17903,1049,30
17904,347,15
17905,117,28
17906,458,17
17907,2058,22
17908,2642,30
17909,1437,30
17910,5080,17
17911,473,32
17912,105,21
17913,117,18
17914,276,30
17915,1001,16
17916,2472,36
17917,333,21
17918,135,32
17919,240,30
17920,2883,44
17921,3013,21
17922,1232,13
17923,393,23
17924,817,45
17925,105,168
17926,429,32
17927,324,23
17928,427,15
17929,1052,8
17930,218,17
17931,373,12
17932,496,42
17933,184,29
17934,421,32
17935,491,28
17936,359,69
17937,81,45
17938,408,33
17939,168,156
17940,21,42
17941,381,14
17942,446,13
17943,409,13
17944,649,9
17945,435,30
17946,332,11
17947,171,123
17948,58,36
17949,701,16
17950,519,19
17951,103,224
17952,415,21
17953,171,246
17954,18,16
17955,744,26
17956,865,181
17957,16,20
17958,353,16
17959,439,111
17960,37,43
17961,306,18
17962,548,18
17963,812,189
17964,401,6
17965,1504,31
17966,419,24
17967,619,30
17968,113,6
17969,435,11
17970,292,14
17971,177,43
17972,429,12
17973,154,19
17974,222,56
17975,51,18
17976,173,15
17977,183,16
17978,171,12
17979,157,18
17980,184,20
17981,77,87
17982,73,16
17983,204,14
17984,125,17
17985,160,18
17986,116,20
17987,101,19
17988,198,28
17989,245,19
17990,374,19
17991,74,18
17992,32,27
17993,18,16
17994,664,19
17995,185,13
17996,244,19
17997,144,31
17998,176,18
17999,195,18
18000,105,31
18001,210,45
18002,43,22
18003,567,20
18004,149,17
18005,569,37
18006,20,16
18007,131,12
18008,249,12
18009,264,16
18010,256,21
18011,81,20
18012,17,20
18013,65,21
18014,156,79
18015,594,18
18016,178,19
18017,467,17
18018,221,5
18019,28,9
18020,191,17
18021,76,19
18022,96,19
18023,156,17
18024,151,47
18025,107,17
18026,344,74
18027,79,20
18028,176,71
18029,125,15
18030,108,18
18031,70,20
18032,99,21
18033,132,20
18034,114,31
18035,59,44
18036,33,23
18037,207,15
18038,171,17
18039,300,20
18040,175,20
18041,83,18
18042,235,107
18043,411,20
18044,94,20
18045,69,21
18046,72,28
18047,270,17
18048,175,25
18049,25,26
18050,19,18
18051,290,23
18052,92,20
18053,115,32
18054,244,19
18055,301,17
18056,73,43
18057,132,18
18058,2637,33
18059,433,32
18060,3588,29
18061,249,6
18062,1580,49
18063,1947,9
18064,32,42
18065,297,33
18066,220,33
18067,220,8
18068,15,52
18069,15,31
18070,105,31
18071,80,9
18072,578,27
18073,1426,28
18074,914,22
18075,148,18
18076,899,42
18077,153,34
18078,2118,15
18079,695,29
18080,1121,31
18081,227,68
18082,437,6
18083,141,10
18084,696,13
18085,314,6
18086,369,6
18087,358,29
18088,1940,20
18089,313,109
18090,141,18
18091,467,9
18092,208,13
18093,852,8
18094,268,27
18095,477,12
18096,661,18
18097,108,17
18098,286,15
18099,116,22
18100,106,33
18101,176,97
18102,58,19
18103,157,24
18104,132,17
18105,55,39
18106,315,27
18107,153,25
18108,111,41
18109,89,21
18110,318,14
18111,354,15
18112,600,18
18113,162,19
18114,531,16
18115,108,89
18116,100,33
18117,105,18
18118,151,16
18119,118,137
18120,137,14
18121,323,14
18122,150,21
18123,26,7
18124,101,19
18125,130,34
18126,372,20
18127,146,20
18128,205,20
18129,176,27
18130,33,20
18131,909,10
18132,1024,29
18133,838,17
18134,344,31
18135,490,14
18136,40,77
18137,141,19
18138,272,14
18139,103,17
18140,539,7
18141,740,56
18142,31,13
18143,104,85
18144,31,83
18145,29,9
18146,18,142
18147,59,7
18148,364,29
18149,432,64
18150,14,13
18151,15,11
18152,97,11
18153,759,46
18154,670,35
18155,88,10
18156,437,32
18157,229,18
18158,945,14
18159,198,23
18160,158,46
18161,825,34
18162,359,35
18163,316,14
18164,253,33
18165,1052,46
18166,221,21
18167,323,32
18168,279,45
18169,204,31
18170,753,30
18171,287,29
18172,107,11
18173,106,20
18174,152,16
18175,381,6
18176,380,30
18177,132,19
18178,979,44
18179,81,13
18180,52,12
18181,886,9
18182,126,21
18183,57,20
18184,54,21
18185,678,20
18186,436,28
18187,219,12
18188,318,32
18189,281,19
18190,112,32
18191,692,42
18192,119,22
18193,462,7
18194,516,31
18195,193,10
18196,91,19
18197,674,29
18198,535,33
18199,225,31
18200,613,33
18201,1027,15
18202,153,13
18203,692,31
18204,303,15
18205,751,32
18206,510,20
18207,1725,29
18208,1675,32
18209,700,21
18210,49,21
18211,1658,20
18212,159,30
18213,833,13
18214,1227,32
18215,874,29
18216,327,16
18217,487,16
18218,218,15
18219,2504,13
18220,1786,44
18221,222,19
18222,1123,15
18223,755,32
18224,240,32
18225,174,12
18226,874,27
18227,646,12
18228,1048,8
18229,395,9
18230,2487,12
18231,328,31
18232,54,6
18233,3610,8
18234,313,14
18235,211,32
18236,14,13
18237,87,13
18238,2291,6
18239,27,7
18240,174,6
18241,550,7
18242,232,11
18243,247,69
18244,561,32
18245,2610,47
18246,16,11
18247,94,13
18248,31,26
18249,836,143
18250,19,15
18251,41,18
18252,1186,13
18253,128,15
18254,154,13
18255,3274,10
18256,881,47
18257,2075,19
18258,1910,69
18259,356,20
18260,347,95
18261,128,25
18262,19,33
18263,135,32
18264,373,98
18265,73,32
18266,787,17
18267,951,19
18268,66,22
18269,753,15
18270,245,18
18271,383,24
18272,513,18
18273,288,19
18274,786,64
18275,50,6
18276,466,18
18277,301,17
18278,293,17
18279,173,35
18280,41,18
18281,437,37
18282,81,17
18283,360,18
18284,428,14
18285,767,18
18286,64,22
18287,86,21
18288,173,9
18289,112,21
18290,126,23
18291,81,22
18292,110,18
18293,76,20
18294,75,23
18295,96,19
18296,65,19
18297,146,148
18298,32,71
18299,25,17
18300,171,16
18301,105,17
18302,199,23
18303,85,23
18304,367,19
18305,74,46
18306,90,24
18307,73,25
18308,103,21
18309,71,30
18310,307,38
18311,84,30
18312,164,24
18313,132,13
18314,110,19
18315,115,21
18316,380,15
18317,180,16
18318,99,23
18319,83,28
18320,447,15
18321,74,19
18322,361,14
18323,191,14
18324,860,18
18325,922,123
18326,2114,31
18327,118,20
18328,1233,169
18329,32,22
18330,194,19
18331,1241,30
18332,469,7
18333,139,34
18334,226,12
18335,209,11
18336,436,17
18337,434,71
18338,35,20
18339,638,17
18340,388,20
18341,246,18
18342,767,37
18343,441,17
18344,652,21
18345,877,16
18346,475,46
18347,566,25
18348,124,17
18349,512,94
18350,134,18
18351,312,6
18352,973,8
18353,545,17
18354,497,11
18355,22,19
18356,353,7
18357,1592,49
18358,2054,12
18359,1429,8
18360,222,20
18361,740,17
18362,862,11
18363,131,12
18364,940,20
18365,715,11
18366,386,36
18367,1010,18
18368,1739,6
18369,465,11
18370,1192,8
18371,816,6
18372,270,68
18373,365,16
18374,1381,17
18375,477,11
18376,668,14
18377,1229,19
18378,412,21
18379,757,9
18380,169,10
18381,811,20
18382,144,13
18383,1163,7
18384,1324,13
18385,710,14
18386,1010,7
18387,237,11
18388,59,9
18389,344,18
18390,754,7
18391,1682,23
18392,328,21
18393,56,33
18394,22,21
18395,477,138
18396,102,122
18397,475,38
18398,129,16
18399,216,18
18400,405,25
18401,221,11
18402,588,27
18403,238,15
18404,853,25
18405,179,26
18406,2087,13
18407,511,40
18408,2722,29
18409,218,28
18410,581,43
18411,16,14
18412,38,26
18413,669,32
18414,578,13
18415,2443,86
18416,122,22
18417,530,15
18418,721,13
18419,922,9
18420,896,15
18421,351,32
18422,120,47
18423,56,14
18424,245,16
18425,101,36
18426,63,21
18427,3163,16
18428,977,26
18429,249,11
18430,2170,17
18431,972,18
18432,282,18
18433,1435,10
18434,3243,87
18435,22,9
18436,64,14
18437,510,47
18438,1072,21
18439,99,21
18440,380,16
18441,5060,21
18442,1467,107
18443,4457,14
18444,666,10
18445,612,8
18446,733,7
18447,167,54
18448,21,13
18449,74,33
18450,191,7
18451,358,32
18452,164,28
18453,515,12
18454,616,17
18455,326,15
18456,864,30
18457,1299,38
18458,219,36
18459,131,61
18460,31,23
18461,2563,27
18462,752,37
18463,2462,31
18464,306,29
18465,46,97
18466,324,82
18467,1796,32
18468,643,8
18469,664,8
18470,27,49
18471,523,79
18472,28,25
18473,70,45
18474,355,8
18475,524,33
18476,1471,45
18477,136,13
18478,2390,17
18479,181,32
18480,543,21
18481,189,22
18482,39,62
18483,38,20
18484,487,33
18485,521,33
18486,895,18
18487,153,32
18488,140,31
18489,386,19
18490,376,29
18491,336,28
18492,167,26
18493,51,7
18494,751,31
18495,113,21
18496,405,15
18497,570,44
18498,574,11
18499,220,27
18500,238,26
18501,246,19
18502,389,17
18503,425,28
18504,898,16
18505,206,16
18506,332,17
18507,1278,22
18508,125,19
18509,272,19
18510,115,6
18511,65,7
18512,96,30
18513,298,8
18514,196,39
18515,262,42
18516,153,28
18517,262,14
18518,219,12
18519,189,31
18520,232,21
18521,173,42
18522,538,31
18523,126,36
18524,209,17
18525,197,20
18526,184,12
18527,879,15
18528,425,16
18529,408,33
18530,302,18
18531,124,30
18532,499,21
18533,171,18
18534,382,34
18535,213,19
18536,488,18
18537,219,20
18538,128,20
18539,238,17
18540,764,19
18541,183,20
18542,1193,18
18543,178,28
18544,1501,30
18545,16,34
18546,40,35
18547,404,32
18548,445,13
18549,469,28
18550,194,18
18551,328,30
18552,344,34
18553,187,17
18554,381,10
18555,319,15
18556,3159,32
18557,41,45
18558,156,25
18559,77,12
18560,107,6
18561,121,18
18562,343,33
18563,788,33
18564,736,27
18565,1036,16
18566,262,46
18567,1039,32
18568,553,29
18569,1028,31
18570,89,8
18571,14,11
18572,157,34
18573,295,31
18574,592,15
18575,596,20
18576,433,29
18577,637,33
18578,501,18
18579,411,11
18580,106,7
18581,364,34
18582,1027,33
18583,237,34
18584,988,29
18585,573,6
18586,769,14
18587,622,13
18588,2082,9
18589,303,22
18590,2647,9
18591,94,19
18592,2052,8
18593,807,37
18594,486,42
18595,799,14
18596,157,44
18597,1024,31
18598,100,16
18599,1391,7
18600,658,40
18601,1499,15
18602,419,32
18603,300,18
18604,513,6
18605,722,6
18606,1536,12
18607,3365,68
18608,367,17
18609,238,29
18610,260,15
18611,193,18
18612,83,118
18613,27,69
18614,93,19
18615,180,19
18616,99,19
18617,935,17
18618,96,19
18619,191,18
18620,501,15
18621,317,19
18622,102,31
18623,492,51
18624,799,21
18625,170,18
18626,438,20
18627,59,41
18628,238,30
18629,483,35
18630,395,43
18631,184,20
18632,283,60
18633,16,7
18634,15,65
18635,228,45
18636,205,23
18637,348,27
18638,156,63
18639,102,60
18640,278,11
18641,16,7
18642,23,46
18643,50,47
18644,110,19
18645,401,19
18646,122,58
18647,293,45
